Authors,Gas holdup,Column diameter(m),Liquid height (m),Sparger hole diameter (m),Sparger Encode,%FA,Density of Gas (kg/m3),Viscosity of Gas (Pa.s),Molecular Weight of gas (kg/kmol),Density of Liquid (kg/m3),Viscosity of Liquid (Pa.s),Surface Tension of Liquid (N/m),i+ (k.ion/m3),Temperature (K),Pressure (kPa),Superficial gas velocity (m/s)
Stegeman et al 1996,0.1706,0.156,0.5308032,0.0004,3,0.0290816,41.9,1.81E-05,28.84,1045,0.0026,0.066,0,298,3600,0.0302
Stegeman et al 1996,0.0866,0.156,0.58457472,0.0004,3,0.0290816,18.62,1.81E-05,28.84,1068,0.0047,0.055,0,298,1600,0.0199
Stegeman et al 1996,0.1174,0.156,0.5648384,0.0004,3,0.0290816,18.62,1.81E-05,28.84,1068,0.0047,0.055,0,298,1600,0.0297
Stegeman et al 1996,0.1223,0.156,0.5617536,0.0004,3,0.0290816,18.62,1.81E-05,28.84,1068,0.0047,0.055,0,298,1600,0.0397
Stegeman et al 1996,0.161,0.156,0.536992,0.0004,3,0.0290816,18.62,1.81E-05,28.84,1068,0.0047,0.055,0,298,1600,0.047
Stegeman et al 1996,0.1036,0.156,0.5737088,0.0004,3,0.0290816,30.26,1.81E-05,28.84,1068,0.0047,0.055,0,298,2600,0.0199
Stegeman et al 1996,0.134,0.156,0.55424,0.0004,3,0.0290816,30.26,1.81E-05,28.84,1068,0.0047,0.055,0,298,2600,0.0298
Stegeman et al 1996,0.155,0.156,0.5407936,0.0004,3,0.0290816,30.26,1.81E-05,28.84,1068,0.0047,0.055,0,298,2600,0.0369
Stegeman et al 1996,0.0816,0.156,0.587757858,0.0004,3,0.0290816,41.9,1.81E-05,28.84,1068,0.0047,0.055,0,298,3600,0.01
Stegeman et al 1996,0.1674,0.156,0.532859548,0.0004,3,0.0290816,41.9,1.81E-05,28.84,1068,0.0047,0.055,0,298,3600,0.0401
Stegeman et al 1996,0.0807,0.156,0.58836352,0.0004,3,0.0290816,18.62,1.81E-05,28.84,1090,0.0094,0.045,0,298,1600,0.01
Stegeman et al 1996,0.083,0.156,0.5869088,0.0004,3,0.0290816,18.62,1.81E-05,28.84,1090,0.0094,0.045,0,298,1600,0.0198
Stegeman et al 1996,0.0841,0.156,0.58618176,0.0004,3,0.0290816,18.62,1.81E-05,28.84,1090,0.0094,0.045,0,298,1600,0.0249
Stegeman et al 1996,0.1159,0.156,0.5658176,0.0004,3,0.0290816,18.62,1.81E-05,28.84,1090,0.0094,0.045,0,298,1600,0.0299
Stegeman et al 1996,0.158,0.156,0.538912,0.0004,3,0.0290816,18.62,1.81E-05,28.84,1090,0.0094,0.045,0,298,1600,0.04
Stegeman et al 1996,0.0898,0.156,0.58254528,0.0004,3,0.0290816,41.9,1.81E-05,28.84,1090,0.0094,0.045,0,298,3600,0.0102
Stegeman et al 1996,0.1091,0.156,0.5701824,0.0004,3,0.0290816,41.9,1.81E-05,28.84,1090,0.0094,0.045,0,298,3600,0.015
Stegeman et al 1996,0.1341,0.156,0.5541824,0.0004,3,0.0290816,41.9,1.81E-05,28.84,1090,0.0094,0.045,0,298,3600,0.02
Stegeman et al 1996,0.128,0.156,0.55808,0.0004,3,0.0290816,41.9,1.81E-05,28.84,1090,0.0094,0.045,0,298,3600,0.0301
Stegeman et al 1996,0.1739,0.156,0.5287296,0.0004,3,0.0290816,41.9,1.81E-05,28.84,1090,0.0094,0.045,0,298,3600,0.0403
Stegeman et al 1996,0.1841,0.156,0.5221824,0.0004,3,0.0290816,65.18,1.81E-05,28.84,1090,0.0094,0.045,0,298,5600,0.02
Stegeman et al 1996,0.2068,0.156,0.5076352,0.0004,3,0.0290816,65.18,1.81E-05,28.84,1090,0.0094,0.045,0,298,5600,0.0251
Stegeman et al 1996,0.2011,0.156,0.5112704,0.0004,3,0.0290816,65.18,1.81E-05,28.84,1090,0.0094,0.045,0,298,5600,0.0301
Stegeman et al 1996,0.2193,0.156,0.4996352,0.0004,3,0.0290816,65.18,1.81E-05,28.84,1090,0.0094,0.045,0,298,5600,0.0352
Stegeman et al 1996,0.1102,0.156,0.5694528,0.0004,3,0.0290816,76.83,1.81E-05,28.84,1090,0.0094,0.045,0,298,6600,0.01
Stegeman et al 1996,0.175,0.156,0.528,0.0004,3,0.0290816,76.83,1.81E-05,28.84,1090,0.0094,0.045,0,298,6600,0.0151
Stegeman et al 1996,0.2182,0.156,0.5003648,0.0004,3,0.0290816,76.83,1.81E-05,28.84,1090,0.0094,0.045,0,298,6600,0.0199
Stegeman et al 1996,0.2352,0.156,0.4894528,0.0004,3,0.0290816,76.83,1.81E-05,28.84,1090,0.0094,0.045,0,298,6600,0.025
Camarasa et al 1999,0.0281,0.1,2,0.005,2,0.25,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.0062
Camarasa et al 1999,0.0684,0.1,2,0.005,2,0.25,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.0203
Camarasa et al 1999,0.0927,0.1,2,0.005,2,0.25,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.0315
Camarasa et al 1999,0.1148,0.1,2,0.005,2,0.25,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.0431
Camarasa et al 1999,0.1345,0.1,2,0.005,2,0.25,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.0546
Camarasa et al 1999,0.155,0.1,2,0.005,2,0.25,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.0726
Camarasa et al 1999,0.1807,0.1,2,0.005,2,0.25,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.0962
Camarasa et al 1999,0.2103,0.1,2,0.005,2,0.25,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.119
Camarasa et al 1999,0.2391,0.1,2,0.005,2,0.25,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.1502
Camarasa et al 1999,0.0213,0.1,2,0.001,8,0.62,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.0028
Camarasa et al 1999,0.0647,0.1,2,0.001,8,0.62,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.0133
Camarasa et al 1999,0.1148,0.1,2,0.001,8,0.62,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.0271
Camarasa et al 1999,0.1559,0.1,2,0.001,8,0.62,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.0372
Camarasa et al 1999,0.1734,0.1,2,0.001,8,0.62,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.0434
Camarasa et al 1999,0.1909,0.1,2,0.001,8,0.62,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.0493
Camarasa et al 1999,0.2167,0.1,2,0.001,8,0.62,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.0606
Camarasa et al 1999,0.241,0.1,2,0.001,8,0.62,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.0727
Camarasa et al 1999,0.2448,0.1,2,0.001,8,0.62,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.0842
Camarasa et al 1999,0.2302,0.1,2,0.001,8,0.62,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.1078
Camarasa et al 1999,0.2286,0.1,2,0.001,8,0.62,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.1193
Camarasa et al 1999,0.2354,0.1,2,0.001,8,0.62,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.1294
Camarasa et al 1999,0.2391,0.1,2,0.001,8,0.62,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.1401
Camarasa et al 1999,0.2444,0.1,2,0.001,8,0.62,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,101.325,0.1502
R. Krishna and Urseanu 2000,0.0186,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.0057
R. Krishna and Urseanu 2000,0.0826,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.0101
R. Krishna and Urseanu 2000,0.1299,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.0215
R. Krishna and Urseanu 2000,0.1636,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.0399
R. Krishna and Urseanu 2000,0.2041,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.0542
R. Krishna and Urseanu 2000,0.2345,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.0641
R. Krishna and Urseanu 2000,0.2666,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.0854
R. Krishna and Urseanu 2000,0.2801,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.1038
R. Krishna and Urseanu 2000,0.265,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.1207
R. Krishna and Urseanu 2000,0.26,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.1348
R. Krishna and Urseanu 2000,0.255,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.1531
R. Krishna and Urseanu 2000,0.2534,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.1701
R. Krishna and Urseanu 2000,0.2518,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.1856
R. Krishna and Urseanu 2000,0.2569,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.2111
R. Krishna and Urseanu 2000,0.2637,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.2351
R. Krishna and Urseanu 2000,0.2689,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.2662
R. Krishna and Urseanu 2000,0.2892,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.3058
R. Krishna and Urseanu 2000,0.2995,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.3439
R. Krishna and Urseanu 2000,0.3131,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.3835
R. Krishna and Urseanu 2000,0.3267,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.4245
R. Krishna and Urseanu 2000,0.3336,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.4641
R. Krishna and Urseanu 2000,0.3353,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,1000,0.001,0.0728,0,298,100,0.4853
R. Krishna and Urseanu 2000,0.0354,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.0043
R. Krishna and Urseanu 2000,0.0843,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.0101
R. Krishna and Urseanu 2000,0.1383,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.0173
R. Krishna and Urseanu 2000,0.1804,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.0273
R. Krishna and Urseanu 2000,0.226,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.0316
R. Krishna and Urseanu 2000,0.2799,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.0402
R. Krishna and Urseanu 2000,0.3288,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.0474
R. Krishna and Urseanu 2000,0.3457,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.07
R. Krishna and Urseanu 2000,0.3711,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.0941
R. Krishna and Urseanu 2000,0.3847,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.1196
R. Krishna and Urseanu 2000,0.3848,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.1464
R. Krishna and Urseanu 2000,0.3865,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.1662
R. Krishna and Urseanu 2000,0.3782,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.1887
R. Krishna and Urseanu 2000,0.3749,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.2099
R. Krishna and Urseanu 2000,0.3716,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.2269
R. Krishna and Urseanu 2000,0.375,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.2452
R. Krishna and Urseanu 2000,0.3768,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.2721
R. Krishna and Urseanu 2000,0.3836,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.2933
R. Krishna and Urseanu 2000,0.3955,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.323
R. Krishna and Urseanu 2000,0.3888,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.3413
R. Krishna and Urseanu 2000,0.404,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.3569
R. Krishna and Urseanu 2000,0.4007,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.3767
R. Krishna and Urseanu 2000,0.4058,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.3936
R. Krishna and Urseanu 2000,0.4059,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.4148
R. Krishna and Urseanu 2000,0.4144,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.436
R. Krishna and Urseanu 2000,0.4212,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.4586
R. Krishna and Urseanu 2000,0.4264,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,996,0.001007,0.0714,0,298,100,0.4939
R. Krishna and Urseanu 2000,0.0321,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.0086
R. Krishna and Urseanu 2000,0.0843,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.0101
R. Krishna and Urseanu 2000,0.1315,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.0187
R. Krishna and Urseanu 2000,0.1771,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.0258
R. Krishna and Urseanu 2000,0.2226,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.0316
R. Krishna and Urseanu 2000,0.2749,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.043
R. Krishna and Urseanu 2000,0.3119,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.0431
R. Krishna and Urseanu 2000,0.349,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.0488
R. Krishna and Urseanu 2000,0.3811,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.0503
R. Krishna and Urseanu 2000,0.4131,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.0575
R. Krishna and Urseanu 2000,0.4469,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.0646
R. Krishna and Urseanu 2000,0.4738,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.0689
R. Krishna and Urseanu 2000,0.4991,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.0746
R. Krishna and Urseanu 2000,0.5211,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.0803
R. Krishna and Urseanu 2000,0.5447,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.0846
R. Krishna and Urseanu 2000,0.5649,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.0931
R. Krishna and Urseanu 2000,0.5346,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.103
R. Krishna and Urseanu 2000,0.5229,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.1128
R. Krishna and Urseanu 2000,0.4926,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.1481
R. Krishna and Urseanu 2000,0.4725,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.1777
R. Krishna and Urseanu 2000,0.4624,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.1904
R. Krishna and Urseanu 2000,0.4289,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.2312
R. Krishna and Urseanu 2000,0.4407,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.251
R. Krishna and Urseanu 2000,0.4442,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.2666
R. Krishna and Urseanu 2000,0.4493,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.2835
R. Krishna and Urseanu 2000,0.4477,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.3061
R. Krishna and Urseanu 2000,0.4461,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.3302
R. Krishna and Urseanu 2000,0.4546,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.357
R. Krishna and Urseanu 2000,0.4597,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.3824
R. Krishna and Urseanu 2000,0.4632,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.4178
R. Krishna and Urseanu 2000,0.4701,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.4531
R. Krishna and Urseanu 2000,0.4752,0.15,2.4,0.0005,3,0.694444444,1.18,1.81E-05,28.84,995,0.001015,0.0709,0,298,100,0.4785
Jordan and Schumpe 2001,0.0365,0.1,1.3,0.001,3,0.01,1.15,1.81E-05,28,793,0.00124,0.0221,0,293,100,0.0107
Jordan and Schumpe 2001,0.0624,0.1,1.3,0.001,3,0.01,1.15,1.81E-05,28,793,0.00124,0.0221,0,293,100,0.0219
Jordan and Schumpe 2001,0.1226,0.1,1.3,0.001,3,0.01,1.15,1.81E-05,28,793,0.00124,0.0221,0,293,100,0.0539
Jordan and Schumpe 2001,0.1794,0.1,1.3,0.001,3,0.01,1.15,1.81E-05,28,793,0.00124,0.0221,0,293,100,0.1078
Jordan and Schumpe 2001,0.2696,0.1,1.3,0.001,3,0.01,1.15,1.81E-05,28,793,0.00124,0.0221,0,293,100,0.215
Jordan and Schumpe 2001,0.0341,0.1,1.3,0.0043,3,0.1849,1.15,1.81E-05,28,793,0.00124,0.0221,0,293,100,0.0107
Jordan and Schumpe 2001,0.1097,0.1,1.3,0.0043,3,0.1849,1.15,1.81E-05,28,793,0.00124,0.0221,0,293,100,0.0534
Jordan and Schumpe 2001,0.1653,0.1,1.3,0.0043,3,0.1849,1.15,1.81E-05,28,793,0.00124,0.0221,0,293,100,0.1068
Jordan and Schumpe 2001,0.2555,0.1,1.3,0.0043,3,0.1849,1.15,1.81E-05,28,793,0.00124,0.0221,0,293,100,0.2145
Jordan and Schumpe 2001,0.0506,0.1,1.3,0.001,3,0.01,5.76,1.81E-05,28,793,0.00124,0.0221,0,293,500,0.0112
Jordan and Schumpe 2001,0.0882,0.1,1.3,0.001,3,0.01,5.76,1.81E-05,28,793,0.00124,0.0221,0,293,500,0.0219
Jordan and Schumpe 2001,0.193,0.1,1.3,0.001,3,0.01,5.76,1.81E-05,28,793,0.00124,0.0221,0,293,500,0.054
Jordan and Schumpe 2001,0.2897,0.1,1.3,0.001,3,0.01,5.76,1.81E-05,28,793,0.00124,0.0221,0,293,500,0.1074
Jordan and Schumpe 2001,0.407,0.1,1.3,0.001,3,0.01,5.76,1.81E-05,28,793,0.00124,0.0221,0,293,500,0.2147
Jordan and Schumpe 2001,0.0541,0.1,1.3,0.001,3,0.19,5.76,1.81E-05,28,793,0.00124,0.0221,0,293,500,0.0107
Jordan and Schumpe 2001,0.1672,0.1,1.3,0.001,3,0.19,5.76,1.81E-05,28,793,0.00124,0.0221,0,293,500,0.054
Jordan and Schumpe 2001,0.2674,0.1,1.3,0.001,3,0.19,5.76,1.81E-05,28,793,0.00124,0.0221,0,293,500,0.1074
Jordan and Schumpe 2001,0.0753,0.1,1.3,0.0043,3,0.1849,5.76,1.81E-05,28,793,0.00124,0.0221,0,293,500,0.0209
Jordan and Schumpe 2001,0.1777,0.1,1.3,0.0043,3,0.1849,5.76,1.81E-05,28,793,0.00124,0.0221,0,293,500,0.054
Jordan and Schumpe 2001,0.2839,0.1,1.3,0.0043,3,0.1849,5.76,1.81E-05,28,793,0.00124,0.0221,0,293,500,0.1079
Jordan and Schumpe 2001,0.4316,0.1,1.3,0.0043,3,0.1849,5.76,1.81E-05,28,793,0.00124,0.0221,0,293,500,0.2152
Jordan and Schumpe 2001,0.0611,0.1,1.3,0.001,3,0.01,47.16,1.81E-05,28,793,0.00124,0.0221,0,293,4000,0.0107
Jordan and Schumpe 2001,0.1305,0.1,1.3,0.001,3,0.01,47.16,1.81E-05,28,793,0.00124,0.0221,0,293,4000,0.0219
Jordan and Schumpe 2001,0.2951,0.1,1.3,0.001,3,0.01,47.16,1.81E-05,28,793,0.00124,0.0221,0,293,4000,0.0536
Jordan and Schumpe 2001,0.1035,0.1,1.3,0.001,3,0.19,47.16,1.81E-05,28,793,0.00124,0.0221,0,293,4000,0.0214
Jordan and Schumpe 2001,0.2763,0.1,1.3,0.001,3,0.19,47.16,1.81E-05,28,793,0.00124,0.0221,0,293,4000,0.0536
Jordan and Schumpe 2001,0.1105,0.1,1.3,0.0043,3,0.1849,47.16,1.81E-05,28,793,0.00124,0.0221,0,293,4000,0.0214
Jordan and Schumpe 2001,0.3327,0.1,1.3,0.0043,3,0.1849,47.16,1.81E-05,28,793,0.00124,0.0221,0,293,4000,0.0536
Jordan and Schumpe 2001,0.0295,0.1,1.3,0.0043,3,0.1849,5.7411,1.81E-05,28,809,0.00294,0.0246,0,293,500,0.01
Jordan and Schumpe 2001,0.0379,0.1,1.3,0.0043,3,0.1849,22.8,1.81E-05,28,809,0.00294,0.0246,0,293,2000,0.01
Jordan and Schumpe 2001,0.0431,0.1,1.3,0.0043,3,0.1849,44.921,1.81E-05,28,809,0.00294,0.0246,0,293,4000,0.01
Jordan and Schumpe 2001,0.058,0.1,1.3,0.0043,3,0.1849,6.104,1.81E-05,28,809,0.00294,0.0246,0,293,530,0.021
Jordan and Schumpe 2001,0.0737,0.1,1.3,0.0043,3,0.1849,23.7,1.81E-05,28,809,0.00294,0.0246,0,293,2020,0.021
Jordan and Schumpe 2001,0.084,0.1,1.3,0.0043,3,0.1849,45.65,1.81E-05,28,809,0.00294,0.0246,0,293,4000,0.021
Jordan and Schumpe 2001,0.1355,0.1,1.3,0.0043,3,0.1849,5.7852,1.81E-05,28,809,0.00294,0.0246,0,293,500,0.053
Jordan and Schumpe 2001,0.1812,0.1,1.3,0.0043,3,0.1849,22.966,1.81E-05,28,809,0.00294,0.0246,0,293,2000,0.053
Jordan and Schumpe 2001,0.2353,0.1,1.3,0.0043,3,0.1849,46.225,1.81E-05,28,809,0.00294,0.0246,0,293,4000,0.053
Jordan and Schumpe 2001,0.18,0.1,1.3,0.0043,3,0.1849,2.3851,1.81E-05,28,809,0.00294,0.0246,0,293,200,0.106
Jordan and Schumpe 2001,0.2636,0.1,1.3,0.0043,3,0.1849,10.836,1.81E-05,28,809,0.00294,0.0246,0,293,900,0.106
Jordan and Schumpe 2001,0.3939,0.1,1.3,0.0043,3,0.1849,44.962,1.81E-05,28,809,0.00294,0.0246,0,293,3900,0.106
Jordan and Schumpe 2001,0.2723,0.1,1.3,0.0043,3,0.1849,2.3222,1.81E-05,28,809,0.00294,0.0246,0,293,200,0.21
Jordan and Schumpe 2001,0.35,0.1,1.3,0.0043,3,0.1849,5.7315,1.81E-05,28,809,0.00294,0.0246,0,293,500,0.21
Jordan and Schumpe 2001,0.0329,0.1,1.3,0.0043,3,0.1849,2.4466,1.81E-05,28,866,0.00058,0.0285,0,293,200,0.01
Jordan and Schumpe 2001,0.0378,0.1,1.3,0.0043,3,0.1849,12.007,1.81E-05,28,866,0.00058,0.0285,0,293,1000,0.01
Jordan and Schumpe 2001,0.0521,0.1,1.3,0.0043,3,0.1849,46.444,1.81E-05,28,866,0.00058,0.0285,0,293,4000,0.01
Jordan and Schumpe 2001,0.0648,0.1,1.3,0.0043,3,0.1849,2.4796,1.81E-05,28,866,0.00058,0.0285,0,293,200,0.021
Jordan and Schumpe 2001,0.0742,0.1,1.3,0.0043,3,0.1849,5.6801,1.81E-05,28,866,0.00058,0.0285,0,293,500,0.021
